template,nonholdout_n,nonholdout_sessions,top_action,top_count,purity,holdout_n,nonholdout_action_counts,example_prompt,holdout_non_au_matches,changed_rows,fixed,broken,wrong_to_wrong,macro_f1,delta_vs_base,passes_judge_gate,passes_safe_gate
"음 잠시만 <IDENT> 자꾸 나는데 어디서부터 봐야 할지 모르겠어, 좀 도와줄래?",2,2,ask_user,2,1.0,0,"{""ask_user"": 2}","음 잠시만 ConnectionError 자꾸 나는데 어디서부터 봐야 할지 모르겠어, 좀 도와줄래?",0,0,0,0,0,0.7387722812652203,0.0,False,False
음 잠시만 테스트 커버리지에 <IDENT> 케이스가 없는데 하나 추가해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",음 잠시만 테스트 커버리지에 AuditLog 케이스가 없는데 하나 추가해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
음.. 레벨 enum이랑 파싱이 좀 엉켜있다. 이거 손대기 전에 단계부터 나눠줘,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",음.. 레벨 enum이랑 파싱이 좀 엉켜있다. 이거 손대기 전에 단계부터 나눠줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
음... 프로젝트에 테스트 파일이 Button 거 하나뿐인지 궁금하네. 테스트 관련 tsx들 다 어디 있나 패턴으로 훑어줘,2,2,glob_pattern,2,1.0,0,"{""glob_pattern"": 2}",음... 프로젝트에 테스트 파일이 Button 거 하나뿐인지 궁금하네. 테스트 관련 tsx들 다 어디 있나 패턴으로 훑어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
응답 스키마에도 refresh_token 필드 추가해야 깨지지 않겠지,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",응답 스키마에도 refresh_token 필드 추가해야 깨지지 않겠지,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 config들이 실제로 어디서 로드되는지 좀 짚어줄래,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",이 config들이 실제로 어디서 로드되는지 좀 짚어줄래,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 게터 쓰는 작은 배지 컴포넌트 하나 새로 만들어줘. components 밑에,2,2,write_file,2,1.0,0,"{""write_file"": 2}",이 게터 쓰는 작은 배지 컴포넌트 하나 새로 만들어줘. components 밑에,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 구조 비슷하게 후처리 클래스로 새 파일 하나 만들어줘,2,2,write_file,2,1.0,0,"{""write_file"": 2}",이 구조 비슷하게 후처리 클래스로 새 파일 하나 만들어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 레포 events 파이프라인부터 감 잡으려는데 큰 그림 좀 그려줘. 어디서 시작해서 어디로 흐르는지,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",이 레포 events 파이프라인부터 감 잡으려는데 큰 그림 좀 그려줘. 어디서 시작해서 어디로 흐르는지,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 패턴 그대로 따라서 staging 레이어에 새 모델 파일 하나 만들어줘. source 컬럼만 갈아끼우면 되는 골격으로,2,2,write_file,2,1.0,0,"{""write_file"": 2}",이 패턴 그대로 따라서 staging 레이어에 새 모델 파일 하나 만들어줘. source 컬럼만 갈아끼우면 되는 골격으로,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 패턴 그대로 따라서 staging 레이어에 새 모델 파일 하나 만들어줘. source 컬럼만 갈아끼우면 되는 골격으로 이 부분만,2,2,write_file,2,1.0,0,"{""write_file"": 2}",이 패턴 그대로 따라서 staging 레이어에 새 모델 파일 하나 만들어줘. source 컬럼만 갈아끼우면 되는 골격으로 이 부분만,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 프로젝트 라우터들 좀 정리하고 싶은데 어디부터 손대는 게 좋을까? 막막해서 ㅠㅠ,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",이 프로젝트 라우터들 좀 정리하고 싶은데 어디부터 손대는 게 좋을까? 막막해서 ㅠㅠ,0,0,0,0,0,0.7387722812652203,0.0,False,False
이 함수들 부르는 데가 화면 쪽에도 있을 텐데 어디서 쓰는지 다 짚어줘,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",이 함수들 부르는 데가 화면 쪽에도 있을 텐데 어디서 쓰는지 다 짚어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
"이거 store에 getter로 빼는 게 맞나, 아니면 그냥 computed로 페이지에서 거르는 게 맞나... 솔직히 어느 쪽 원해? 둘 중에 하나 골라줘야 진행하지",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","이거 store에 getter로 빼는 게 맞나, 아니면 그냥 computed로 페이지에서 거르는 게 맞나... 솔직히 어느 쪽 원해? 둘 중에 하나 골라줘야 진행하지",0,0,0,0,0,0.7387722812652203,0.0,False,False
이거 관련 테스트 있던가? 돌려봐,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이거 관련 테스트 있던가? 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
"이거 동시 요청 들어올 때 카운터가 안전한지 확인하고 싶은데, 슬로우API 같은 라이브러리 락 처리 어떻게 하는지 좀 검색해봐",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","이거 동시 요청 들어올 때 카운터가 안전한지 확인하고 싶은데, 슬로우API 같은 라이브러리 락 처리 어떻게 하는지 좀 검색해봐",0,0,0,0,0,0.7387722812652203,0.0,False,False
이거 빌드해서 import 깨지는 거 없는지 확인 좀,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이거 빌드해서 import 깨지는 거 없는지 확인 좀,0,0,0,0,0,0.7387722812652203,0.0,False,False
이거 왜 깨져? run 돌리면 flag 두 번 등록됐다고 panic,2,2,read_file,2,1.0,0,"{""read_file"": 2}",이거 왜 깨져? run 돌리면 flag 두 번 등록됐다고 panic,0,0,0,0,0,0.7387722812652203,0.0,False,False
이거 진행 순서 한번 잡아줘. 토큰 정의 -> 적용 순으로,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",이거 진행 순서 한번 잡아줘. 토큰 정의 -> 적용 순으로,0,0,0,0,0,0.7387722812652203,0.0,False,False
이게 실제로 다 통과하는 상태인지 확인하고 싶네요. 이 테스트 파일 한번 돌려봐 줄래요?,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이게 실제로 다 통과하는 상태인지 확인하고 싶네요. 이 테스트 파일 한번 돌려봐 줄래요?,0,0,0,0,0,0.7387722812652203,0.0,False,False
이러면 깨질 가능성 높은데 뷰 테스트 한번 돌려보자,2,2,lint_or_typecheck,2,1.0,0,"{""lint_or_typecheck"": 2}",이러면 깨질 가능성 높은데 뷰 테스트 한번 돌려보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
이런 dag 두 개를 묶어주는 공통 오퍼레이터 같은 게 plugins 쪽에 있다고 들었는데 거기 디렉토리에 뭐가 들었는지 펼쳐봐!,2,2,read_file,2,1.0,0,"{""read_file"": 2}",이런 dag 두 개를 묶어주는 공통 오퍼레이터 같은 게 plugins 쪽에 있다고 들었는데 거기 디렉토리에 뭐가 들었는지 펼쳐봐!,0,0,0,0,0,0.7387722812652203,0.0,False,False
이름을 load_config로 통일하고 싶어. 두 파일 한꺼번에 호출부까지 다 바꿔줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",이름을 load_config로 통일하고 싶어. 두 파일 한꺼번에 호출부까지 다 바꿔줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
이미지 업로드 엔드포인트 client에 있나? 한번 찾아봐,2,2,read_file,2,1.0,0,"{""read_file"": 2}",이미지 업로드 엔드포인트 client에 있나? 한번 찾아봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
이미지 진짜 빌드되나 돌려봐,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이미지 진짜 빌드되나 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
이미지 태그를 어디서 주입받는지 grep으로 좀 찾아봐,2,2,read_file,2,1.0,0,"{""read_file"": 2}",이미지 태그를 어디서 주입받는지 grep으로 좀 찾아봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
이미지가 root로 돌아가는 거 같아 찜찜해. Dockerfile 좀 열어봐,2,2,read_file,2,1.0,0,"{""read_file"": 2}",이미지가 root로 돌아가는 거 같아 찜찜해. Dockerfile 좀 열어봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
이번엔 backend-config 인자 넘겨서 init,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이번엔 backend-config 인자 넘겨서 init,0,0,0,0,0,0.7387722812652203,0.0,False,False
"이번엔 tsx 컴포넌트 파일들 전체 목록이 궁금한데, 패턴으로 한번 쭉 뽑아줄 수 있어?",2,2,list_directory,2,1.0,0,"{""list_directory"": 2}","이번엔 tsx 컴포넌트 파일들 전체 목록이 궁금한데, 패턴으로 한번 쭉 뽑아줄 수 있어?",0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 <IDENT> 스키마에서 email 필드를 EmailStr로 바꿔줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",이제 UserCreate 스키마에서 email 필드를 EmailStr로 바꿔줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
"이제 <IDENT> 자꾸 나는데 어디서부터 봐야 할지 모르겠어, 좀 도와줄래?",2,2,ask_user,2,1.0,0,"{""ask_user"": 2}","이제 ConnectionError 자꾸 나는데 어디서부터 봐야 할지 모르겠어, 좀 도와줄래?",0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 App이랑 Home에서 그 theme 받아쓰게 두 파일 같이 손봐줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",이제 App이랑 Home에서 그 theme 받아쓰게 두 파일 같이 손봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 dbt로 그 모델만 돌려서 카운트 맞는지 확인,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이제 dbt로 그 모델만 돌려서 카운트 맞는지 확인,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 import 꼬였을 수도 있으니까 routes 쪽 정적분석 한번 걸어줄래요?,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",이제 import 꼬였을 수도 있으니까 routes 쪽 정적분석 한번 걸어줄래요?,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 같은 명령 다시 돌려봐,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",이제 같은 명령 다시 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 다시 돌려봐,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",이제 다시 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 새로 만든 테스트만 돌려봐,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",이제 새로 만든 테스트만 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 세이브 테스트만 골라서 돌려보자,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이제 세이브 테스트만 골라서 돌려보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 실제로 안 깨지는지 한번 띄워보자,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",이제 실제로 안 깨지는지 한번 띄워보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 직렬화 깨졌는지 봐야 하니까 views 테스트 전체 한번 돌려줘,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",이제 직렬화 깨졌는지 봐야 하니까 views 테스트 전체 한번 돌려줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 진짜 빌드도 통과하는지 보고 싶다,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이제 진짜 빌드도 통과하는지 보고 싶다,0,0,0,0,0,0.7387722812652203,0.0,False,False
이제 초록불이네 굿. 타입 쪽도 한번 체크해줘,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",이제 초록불이네 굿. 타입 쪽도 한번 체크해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
일단 auth route랑 <<IDENT>> 둘 다 걸쳐서 토큰 갱신 로직 넣어야 해. 두 파일 한꺼번에 패치해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",일단 auth route랑 lib/auth 둘 다 걸쳐서 토큰 갱신 로직 넣어야 해. 두 파일 한꺼번에 패치해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
일단 가입 라우트가 지금 어떻게 생겼는지 보자,2,2,list_directory,2,1.0,0,"{""list_directory"": 2}",일단 가입 라우트가 지금 어떻게 생겼는지 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
일단 로컬 상수로 가고 나중에 원격 확장. 그럼 store랑 연결해야지. store 보자,2,2,read_file,2,1.0,0,"{""read_file"": 2}",일단 로컬 상수로 가고 나중에 원격 확장. 그럼 store랑 연결해야지. store 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
임포트 잘 되나 확인차 모듈 한번 띄워봐,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",임포트 잘 되나 확인차 모듈 한번 띄워봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
자 이제 다시 한번 돌려봐,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",자 이제 다시 한번 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
"잠시만, 그냥 python:<NUM>-slim 위에 올렸네. 이걸 nvidia cuda 런타임 이미지로 바꾸고 torch도 cuda 빌드로 깔리게 베이스 부분 수정해줘",2,2,edit_file,2,1.0,0,"{""edit_file"": 2}","잠시만, 그냥 python:3.11-slim 위에 올렸네. 이걸 nvidia cuda 런타임 이미지로 바꾸고 torch도 cuda 빌드로 깔리게 베이스 부분 수정해줘",0,0,0,0,0,0.7387722812652203,0.0,False,False
재작성했으면 라우트가 실제로 잘 잡히나 서버 한번 띄워보자,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",재작성했으면 라우트가 실제로 잘 잡히나 서버 한번 띄워보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
전처리 로직 전체를 머릿속에 그려보고 싶은데 단계별로 좀 정리해줄 수 있어?,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",전처리 로직 전체를 머릿속에 그려보고 싶은데 단계별로 좀 정리해줄 수 있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
"전체 타입 한번 훑어줘, 깨진 데 없나",2,2,run_bash,2,1.0,0,"{""run_bash"": 2}","전체 타입 한번 훑어줘, 깨진 데 없나",0,0,0,0,0,0.7387722812652203,0.0,False,False
전체 테스트 한 바퀴 돌려서 회귀 없는지 확인하자,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",전체 테스트 한 바퀴 돌려서 회귀 없는지 확인하자,0,0,0,0,0,0.7387722812652203,0.0,False,False
전체 테스트 한 바퀴 돌리자,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",전체 테스트 한 바퀴 돌리자,0,0,0,0,0,0.7387722812652203,0.0,False,False
전체도 마지막으로 한 번 더 돌려서 다른 데 안 터졌나 확인,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",전체도 마지막으로 한 번 더 돌려서 다른 데 안 터졌나 확인,0,0,0,0,0,0.7387722812652203,0.0,False,False
정의부 이름 바꾸고 시그니처도 batch 받게 정리해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",정의부 이름 바꾸고 시그니처도 batch 받게 정리해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
정적 분석 한번 걸어서 빠진 임포트나 타입 어긋난 거 없나 보자,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",정적 분석 한번 걸어서 빠진 임포트나 타입 어긋난 거 없나 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
"제 토이 웹페이지에 다크모드 버튼 하나 넣고 싶은데, 버튼을 헤더에 둘까요 아니면 화면 우측 하단에 띄울까요? 어디가 더 자연스러울지 잘 모르겠어요",2,2,ask_user,2,1.0,0,"{""ask_user"": 2}","제 토이 웹페이지에 다크모드 버튼 하나 넣고 싶은데, 버튼을 헤더에 둘까요 아니면 화면 우측 하단에 띄울까요? 어디가 더 자연스러울지 잘 모르겠어요",0,0,0,0,0,0.7387722812652203,0.0,False,False
조금 헷갈리는데 CI에서 마이그레이션 한 개가 자꾸 실패한다는데 로컬에선 멀쩡하단 말이지. migrate 한번 돌려봐,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",조금 헷갈리는데 CI에서 마이그레이션 한 개가 자꾸 실패한다는데 로컬에선 멀쩡하단 말이지. migrate 한번 돌려봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
좋아 그럼 <<IDENT>> rate limit 헬퍼부터 하나 넣자,2,2,apply_patch,2,1.0,0,"{""apply_patch"": 2}",좋아 그럼 k8s/ingress.yaml에 rate limit 헬퍼부터 하나 넣자,0,0,0,0,0,0.7387722812652203,0.0,False,False
좋아 그럼 서비스 코드의 누수 먼저 막자. try-with-resources로 바꿔줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",좋아 그럼 서비스 코드의 누수 먼저 막자. try-with-resources로 바꿔줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
지금 <NUM> 하나만 노출돼있네. 메트릭용 <NUM> 포트도 같이 열어야되는데 그 부분 추가해줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",지금 8080 하나만 노출돼있네. 메트릭용 9090 포트도 같이 열어야되는데 그 부분 추가해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
지금 이대로 문제없는지 한번 봐주실래요?,2,2,lint_or_typecheck,2,1.0,0,"{""lint_or_typecheck"": 2}",지금 이대로 문제없는지 한번 봐주실래요?,0,0,0,0,0,0.7387722812652203,0.0,False,False
지금은 일단 헬퍼에서 프리픽스만 떼자. 필터는 나중에,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",지금은 일단 헬퍼에서 프리픽스만 떼자. 필터는 나중에,0,0,0,0,0,0.7387722812652203,0.0,False,False
출력 잘 나오네. 그럼 관련 테스트도 한번 돌려줘,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",출력 잘 나오네. 그럼 관련 테스트도 한번 돌려줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
캐시 관련 버그 잡아야 하는데 redis 설정을 settings에 박을지 환경변수로 뺄지 헷갈려. 어느 쪽으로 갈까?,2,2,web_search,2,1.0,0,"{""web_search"": 2}",캐시 관련 버그 잡아야 하는데 redis 설정을 settings에 박을지 환경변수로 뺄지 헷갈려. 어느 쪽으로 갈까?,0,0,0,0,0,0.7387722812652203,0.0,False,False
캐싱 레이어 하나 넣고 싶은데 파이썬에서 요즘 간단하게 쓰는 in-memory 캐시 패턴 좀 알려줄 만한 거 검색해줘,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",캐싱 레이어 하나 넣고 싶은데 파이썬에서 요즘 간단하게 쓰는 in-memory 캐시 패턴 좀 알려줄 만한 거 검색해줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
컨테이너 빌드가 좀 느린데 베이스 이미지가 뭔지부터 봐야겠다. Dockerfile 열어줘,2,2,read_file,2,1.0,0,"{""read_file"": 2}",컨테이너 빌드가 좀 느린데 베이스 이미지가 뭔지부터 봐야겠다. Dockerfile 열어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
컨테이너 올리면 앱은 뜨는데 readiness 프로브가 계속 실패함. <<IDENT>> 꼬인 거 같은데 뭐부터 볼지 정리 좀,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",컨테이너 올리면 앱은 뜨는데 readiness 프로브가 계속 실패함. 포트/프로파일 꼬인 거 같은데 뭐부터 볼지 정리 좀,0,0,0,0,0,0.7387722812652203,0.0,False,False
컨트롤러 쪽도 응답에 인증대기 상태 내려줘야 함. 회원가입 핸들러 손봐줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",컨트롤러 쪽도 응답에 인증대기 상태 내려줘야 함. 회원가입 핸들러 손봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
컴포넌트 안에 두자. transition은 어떤 속성으로 부드럽게 하는 게 좋아?,2,2,ask_user,2,1.0,0,"{""ask_user"": 2}",컴포넌트 안에 두자. transition은 어떤 속성으로 부드럽게 하는 게 좋아?,0,0,0,0,0,0.7387722812652203,0.0,False,False
쿼리 몇 번 나가는지 카운트 찍게 테스트 한번 돌려보자,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",쿼리 몇 번 나가는지 카운트 찍게 테스트 한번 돌려보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
쿼리 수 진짜 줄었는지 셸에서 한번 재봐,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",쿼리 수 진짜 줄었는지 셸에서 한번 재봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
타입 깨진 데 없는지만 봐줘,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",타입 깨진 데 없는지만 봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
타입 안 깨졌나 한번 보자,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",타입 안 깨졌나 한번 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
타입 쪽도 깨끗하네요. 그래도 실제 동작은 테스트로 봐야 안심되니까 auth 테스트 전체 한번 가주세요,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",타입 쪽도 깨끗하네요. 그래도 실제 동작은 테스트로 봐야 안심되니까 auth 테스트 전체 한번 가주세요,0,0,0,0,0,0.7387722812652203,0.0,False,False
타입 힌트 빠진 거랑 None 처리 그 부분 고쳐줘,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",타입 힌트 빠진 거랑 None 처리 그 부분 고쳐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
타입은 안 깨졌는지 그 파일만 가볍게 점검,2,2,lint_or_typecheck,2,1.0,0,"{""lint_or_typecheck"": 2}",타입은 안 깨졌는지 그 파일만 가볍게 점검,0,0,0,0,0,0.7387722812652203,0.0,False,False
타입쪽도 한번 봐줄래 ProfileScreen에서 이 버튼 쓰고 있어서,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",타입쪽도 한번 봐줄래 ProfileScreen에서 이 버튼 쓰고 있어서,0,0,0,0,0,0.7387722812652203,0.0,False,False
타입쪽도 한번 훑어줘,2,2,lint_or_typecheck,2,1.0,0,"{""lint_or_typecheck"": 2}",타입쪽도 한번 훑어줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
테라폼이랑 k8s 둘 다 걸쳐서 노드풀 오토스케일링 태그를 통일해야 해. 작업이 좀 커서 단계부터 쪼개줘,2,2,plan_task,2,1.0,0,"{""plan_task"": 2}",테라폼이랑 k8s 둘 다 걸쳐서 노드풀 오토스케일링 태그를 통일해야 해. 작업이 좀 커서 단계부터 쪼개줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
테스트가 깨지는데 좀 봐줘,2,2,web_search,2,1.0,0,"{""web_search"": 2}",테스트가 깨지는데 좀 봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
테스트에서 로그인 셋업이 빠졌네. setUp에 force_login 추가해줘 한 번만,2,2,edit_file,2,1.0,0,"{""edit_file"": 2}",테스트에서 로그인 셋업이 빠졌네. setUp에 force_login 추가해줘 한 번만,0,0,0,0,0,0.7387722812652203,0.0,False,False
"토스트 알림 컴포넌트 새로 만들려고 하는데, 비슷한 거 이미 있나 먼저 <<IDENT>> 폴더 한번 훑어줄래?",2,2,list_directory,2,1.0,0,"{""list_directory"": 2}","토스트 알림 컴포넌트 새로 만들려고 하는데, 비슷한 거 이미 있나 먼저 index.html 폴더 한번 훑어줄래?",0,0,0,0,0,0.7387722812652203,0.0,False,False
통과했네 굿. <<IDENT>> 정적 분석도 한번 돌려줄래? 혹시 모르니까,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",통과했네 굿. main.tf 정적 분석도 한번 돌려줄래? 혹시 모르니까,0,0,0,0,0,0.7387722812652203,0.0,False,False
통합으로 view 테스트까지 돌려보자,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",통합으로 view 테스트까지 돌려보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
팀원 머지 받고 나서 pod install이 버전 충돌난다 ㅠㅠ <<IDENT>> 좀 봐줘,2,2,read_file,2,1.0,0,"{""read_file"": 2}",팀원 머지 받고 나서 pod install이 버전 충돌난다 ㅠㅠ go.sum 좀 봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
파서가 # 시작하는 줄을 주석으로 무시했으면 좋겠어. <<IDENT>> 패키지에 파일 뭐뭐 있어?,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",파서가 # 시작하는 줄을 주석으로 무시했으면 좋겠어. go.mod 패키지에 파일 뭐뭐 있어?,0,0,0,0,0,0.7387722812652203,0.0,False,False
파싱 깨지진 않았는지 import 한번,2,2,run_bash,2,1.0,0,"{""run_bash"": 2}",파싱 깨지진 않았는지 import 한번,0,0,0,0,0,0.7387722812652203,0.0,False,False
파일 업로드 기능 붙이려는데 프로젝트 전반 설정에서 media 관련 세팅이 잡혀있는지 먼저 봐야겠어요. <<IDENT>> 좀 열어줄래요?,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",파일 업로드 기능 붙이려는데 프로젝트 전반 설정에서 media 관련 세팅이 잡혀있는지 먼저 봐야겠어요. lib/auth.ts 좀 열어줄래요?,0,0,0,0,0,0.7387722812652203,0.0,False,False
패치 들어간 김에 타입 어긋난 거 없는지 모델 파일 정적 분석 한번 돌려줘,2,2,lint_or_typecheck,2,1.0,0,"{""lint_or_typecheck"": 2}",패치 들어간 김에 타입 어긋난 거 없는지 모델 파일 정적 분석 한번 돌려줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
패키지 깔린 거 맞는지 <<IDENT>> 한번 확인 여기부터,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",패키지 깔린 거 맞는지 components/UserCard.vue 한번 확인 여기부터,0,0,0,0,0,0.7387722812652203,0.0,False,False
"패턴은 알겠는데, 사용자 선택을 localStorage에 저장해서 새로고침해도 유지되게 할까요 아니면 그냥 세션 동안만 유지하면 될까요? 둘 중 어느 쪽으로 갈지 정해주세요",2,2,ask_user,2,1.0,0,"{""ask_user"": 2}","패턴은 알겠는데, 사용자 선택을 localStorage에 저장해서 새로고침해도 유지되게 할까요 아니면 그냥 세션 동안만 유지하면 될까요? 둘 중 어느 쪽으로 갈지 정해주세요",0,0,0,0,0,0.7387722812652203,0.0,False,False
평가 코드가 train이랑 메트릭 계산을 공유하는지 따로 가는지 궁금. <<IDENT>> 보자,2,2,read_file,2,1.0,0,"{""read_file"": 2}",평가 코드가 train이랑 메트릭 계산을 공유하는지 따로 가는지 궁금. test.py 보자,0,0,0,0,0,0.7387722812652203,0.0,False,False
포트 바뀐 대로 잘 뜨는지 서버 한번 띄워봐,2,2,run_tests,2,1.0,0,"{""run_tests"": 2}",포트 바뀐 대로 잘 뜨는지 서버 한번 띄워봐,0,0,0,0,0,0.7387722812652203,0.0,False,False
"풀 설정이 아예 없네. 근데 우리 배포 환경이 서버리스인지 롱러닝인지에 따라 max 잡는 게 달라지는데, 어느 쪽 기준으로 갈까?",2,2,plan_task,2,1.0,0,"{""plan_task"": 2}","풀 설정이 아예 없네. 근데 우리 배포 환경이 서버리스인지 롱러닝인지에 따라 max 잡는 게 달라지는데, 어느 쪽 기준으로 갈까?",0,0,0,0,0,0.7387722812652203,0.0,False,False
프레임드랍이 특정 맵에서만 심한데 어느 모듈이 무거운지 감이 안 잡혀. 일단 src 디렉토리에 뭐가 있는지 좀 펼쳐봐줘,2,2,grep_search,2,1.0,0,"{""grep_search"": 2}",프레임드랍이 특정 맵에서만 심한데 어느 모듈이 무거운지 감이 안 잡혀. 일단 src 디렉토리에 뭐가 있는지 좀 펼쳐봐줘,0,0,0,0,0,0.7387722812652203,0.0,False,False
